n_meta_original,n_meta_retained,pct_retained,abs_estimate_cutoff_p,abs_estimate_cutoff_value,OR,OR_low,OR_high,p,OR_cluster,OR_cluster_low,OR_cluster_high,p_cluster
4424,4381,0.990280289330922,0.99,1.88146987394589,1.17344956177737,1.05104985748395,1.310103287899,0.00442882401299195,1.17344956177737,1.03999323047108,1.32403157413994,0.00941495393048822
