n_steps,OR_cluster_min,OR_cluster_q025,OR_cluster_median,OR_cluster_q975,OR_cluster_max,min_pct_retained,max_pct_retained
5,1.14324820293545,1.14468735995495,1.19161598715588,1.22092042496168,1.22201136816427,0.734629294755877,0.936482820976492
