n_meta,fragile_rate,direction_fragile_rate,sig_fragile_rate,mean_k,median_k,median_I2,high_heterogeneity_rate,small_study_signal_rate,dominance_signal_rate,sparse_events_signal_rate,high_debt_rate,mean_assumption_debt
4424,0.398056057866185,0.267377201112141,0.150139017608897,18.2025316455696,9,0,0.164330922242315,0.121157323688969,0.167721518987342,0.825949367088608,0.222875226039783,0.991410488245931
