tau2_cap_quantile,OR,OR_low,OR_high,p,OR_cluster,OR_cluster_low,OR_cluster_high,p_cluster
0.95,1.08603511833207,0.9715201965737,1.21404813035308,0.146566270992611,1.08603511833207,0.961074840847126,1.22724290359212,0.185708048466104
0.99,1.15120783181942,1.03184885273828,1.28437364496303,0.0116889654346351,1.15120783181942,1.02129468262976,1.29764650162466,0.0211717656875211
1,1.35206966203281,1.21641572160935,1.50285164727312,2.24748758163126e-08,1.35206966203281,1.1070141676406,1.65137215441946,0.00311171954140361
