egger_p_threshold,OR,OR_low,OR_high,p,OR_cluster,OR_cluster_low,OR_cluster_high,p_cluster
0.05,1.13959579688234,1.02092053365571,1.27206627495442,0.0198577723662376,1.13959579688234,1.00780656572854,1.28861889219097,0.0371585547458854
0.1,1.15120783181942,1.03184885273828,1.28437364496303,0.0116889654346351,1.15120783181942,1.02129468262976,1.29764650162466,0.0211717656875211
0.2,1.1542968752622,1.03427781391711,1.2882431183493,0.0104163223705698,1.1542968752622,1.02095094267875,1.30505905870869,0.0219600852173772
