k_threshold,i2_threshold,OR,OR_low,OR_high,p,OR_cluster,OR_cluster_low,OR_cluster_high,p_cluster
7,40,1.27860844271912,1.15463020990108,1.41589881831749,2.32339403206139e-06,1.27860844271912,1.14446450074399,1.42847554356631,1.38513056432539e-05
7,50,1.17672732153192,1.06143020351099,1.30454850885102,0.00198047172612149,1.17672732153192,1.05316256336677,1.31478960362312,0.00403870266802882
7,60,1.13792117934604,1.0256291754365,1.26250758209292,0.0147933377876798,1.13792117934604,1.01464939972162,1.27616949338319,0.0272024255943782
10,40,1.26472720282997,1.13507528609194,1.40918837470712,2.08112814378919e-05,1.26472720282997,1.11884181833941,1.42963453042196,0.000172795299270699
10,50,1.15120783181942,1.03184885273828,1.28437364496303,0.0116889654346351,1.15120783181942,1.02129468262976,1.29764650162466,0.0211717656875211
10,60,1.10793133088776,0.99219406002405,1.23716910171078,0.0686394271246168,1.10793133088776,0.980682219131802,1.25169174072458,0.0996370844934414
15,40,1.42455319726367,1.27575563667623,1.5907057382253,3.23979949533517e-10,1.42455319726367,1.24186086298703,1.63412172193991,4.34067207521877e-07
15,50,1.2930879083249,1.15747436970457,1.44459037920887,5.43918760150266e-06,1.2930879083249,1.13314564736372,1.47560584338489,0.000135894271423488
15,60,1.24748047333075,1.11542276808556,1.39517282224074,0.000107316671929011,1.24748047333075,1.09073986167844,1.42674489675917,0.00124709936619915
