n_meta_original,n_meta_subset,pct_subset,n_datasets_subset,OR,OR_low,OR_high,p,OR_cluster,OR_cluster_low,OR_cluster_high,p_cluster
4424,770,0.174050632911392,238,1.27957131664617,0.972661127150124,1.68332290525567,0.0780876868461272,1.27957131664617,0.956616597391131,1.71155587186008,0.0966849035261491
