stratum,n_meta,n_datasets,beta,se,OR,OR_low,OR_high,p,beta_cluster,se_cluster,OR_cluster,OR_cluster_low,OR_cluster_high,p_cluster
k_lt_10,2381,419,0.488934119590233,0.092564180786369,1.63057729298271,1.3600321310609,1.95494080446235,1.27704972239087e-07,0.488934119590233,0.103500948660713,1.63057729298271,1.33118864375486,1.99729942173428,2.31298368711602e-06
k_ge_10,2043,329,0.226778973393997,0.0912587614966434,1.25455254780215,1.04907812345624,1.50027158131138,0.0129547641998516,0.226778973393997,0.0958242207191977,1.25455254780215,1.03973253353565,1.51375670610667,0.0179516289463471
