n_meta_original,n_meta_retained,pct_retained,OR,OR_low,OR_high,p,OR_cluster,OR_cluster_low,OR_cluster_high,p_cluster,dominance_cutoff,tau2_cutoff_p,tau2_cutoff_value
4424,4124,0.932188065099458,1.1484404742128,1.01976225511991,1.29335589367841,0.0224440427418318,1.1484404742128,1.01284283208844,1.30219169354299,0.0308448843605957,0.7,0.99,2.86811767471966
