n_meta_original,n_meta_subset,pct_subset,n_datasets_subset,OR,OR_low,OR_high,p,OR_cluster,OR_cluster_low,OR_cluster_high,p_cluster
4424,1724,0.389692585895118,367,0.953122575718108,0.805258229877685,1.12813829233575,0.576702088255962,0.953122575718108,0.808999333732285,1.1229213751666,0.565974478879532
