dataset,measure,k,method,estimate,se,abs_shift_vs_reml
CD002115_pub6_data,OR,59,MRSTACK,0.79532249382408,0.424070652716155,0.325511247857308
CD002115_pub6_data,OR,59,SAFE,0.469130807859629,0.168634733874189,0.000680438107143799
CD002115_pub6_data,OR,59,CPC,0.676505442832082,0.817156592808883,0.20669419686531
CD002115_pub6_data,OR,59,DTM,0.474466957308375,0.223153934728257,0.0046557113416027
CD002115_pub6_data,OR,59,BSC,0.469811245673893,0.204402227198485,2.92879831498283e-10
CD002115_pub6_data,OR,59,HGAM,1.28887639577909,0.217697379439103,0.819065149812314
CD002115_pub6_data,OR,59,MTLE,0.435265396116388,0.541689895589916,0.0345458498503848
CD002115_pub6_data,OR,59,PBM,0.764096188372268,0.379209201214678,0.294284942405496
CD002115_pub6_data,OR,59,FATIHA,0.469810957364051,0.165191498771693,2.88602721998377e-07
CD002122_pub3_data,OR,80,REML,-0.277870252542724,0.148236232456483,0
CD002122_pub3_data,OR,80,HKSJ,-0.277870252542724,0.160725495273585,0
CD002122_pub3_data,OR,80,QSE,-0.277870252542724,0.154102581099799,0
CD002122_pub3_data,OR,80,LTH,-0.285420635712037,0.131872765192497,0.00755038316931317
CD002122_pub3_data,OR,80,RMR,-0.274282053522881,0.150087207606183,0.00358819901984309
CD002122_pub3_data,OR,80,CRT,-0.262286965448633,0.131527774972662,0.0155832870940907
CD002122_pub3_data,OR,80,AWH,-0.290318320151675,0.148236232938023,0.0124480676089508
CD002122_pub3_data,OR,80,MRSTACK,-0.318829279454074,0.196927754592566,0.0409590269113498
CD002122_pub3_data,OR,80,SAFE,-0.277704366656567,0.153650584720547,0.000165885886156736
CD002122_pub3_data,OR,80,CPC,-0.117801171973216,0.851549641214994,0.160069080569508
CD002122_pub3_data,OR,80,DTM,-0.275788693206565,0.153464912356076,0.00208155933615906
CD002122_pub3_data,OR,80,BSC,-0.277870252397468,0.148236232938023,1.45255585337623e-10
CD002122_pub3_data,OR,80,HGAM,0.0570935456233324,0.587438934385542,0.334963798166056
CD002122_pub3_data,OR,80,MTLE,-0.319982120694032,0.270815183474168,0.0421118681513078
CD002122_pub3_data,OR,80,PBM,-0.284977630614077,0.160488632325135,0.00710737807135348
CD002122_pub3_data,OR,80,FATIHA,-0.277868615877999,0.152265093032623,1.63666472474677e-06
CD002203_pub5_data,OR,80,REML,-0.122558166054876,0.109619341013835,0
CD002203_pub5_data,OR,80,HKSJ,-0.122558166054876,0.0919958506606712,0
CD002203_pub5_data,OR,80,QSE,-0.122558166054876,0.0996573426920746,1.38777878078145e-17
CD002203_pub5_data,OR,80,LTH,-0.151188981242193,0.0953535594915644,0.0286308151873165
CD002203_pub5_data,OR,80,RMR,-0.159762616136179,0.111827703032221,0.0372044500813028
CD002203_pub5_data,OR,80,CRT,-0.16082414675498,0.0870333526479442,0.0382659807001032
CD002203_pub5_data,OR,80,AWH,-0.146921385125443,0.109619341968343,0.024363219070567
CD002203_pub5_data,OR,80,MRSTACK,-0.146598583367829,0.110990187398715,0.0240404173129525
CD002203_pub5_data,OR,80,SAFE,-0.136021588771169,0.10116180829071,0.0134634227162924
CD002203_pub5_data,OR,80,CPC,-0.382003182913773,0.520579657006841,0.259445016858897
CD002203_pub5_data,OR,80,DTM,-0.1294240187384,0.119866966032858,0.00686585268352376
CD002203_pub5_data,OR,80,BSC,-0.122558165584207,0.109619341968343,4.70669364593945e-10
CD002203_pub5_data,OR,80,HGAM,-0.648286689359972,0.262267257566966,0.525728523305096
CD002203_pub5_data,OR,80,MTLE,-0.10914828330543,0.217566710728334,0.0134098827494468
CD002203_pub5_data,OR,80,PBM,-0.203042927489653,0.177394032312838,0.0804847614347764
CD002203_pub5_data,OR,80,FATIHA,-0.146596206292634,0.110894721872875,0.0240380402377575
CD002243_pub5_data,OR,80,REML,-0.172276940336731,0.0635425167162903,0
CD002243_pub5_data,OR,80,HKSJ,-0.172276940336731,0.0554876583042723,0
CD002243_pub5_data,OR,80,QSE,-0.172276940336731,0.0591073670461024,0
CD002243_pub5_data,OR,80,LTH,-0.14902657882806,0.0554330117083334,0.0232503615086711
CD002243_pub5_data,OR,80,RMR,-0.188726271983775,0.0647027425415204,0.0164493316470439
CD002243_pub5_data,OR,80,CRT,-0.143536200750942,0.0262358603572434,0.0287407395857891
CD002243_pub5_data,OR,80,AWH,-0.187826521322588,0.0635425184045962,0.0155495809858563
CD002243_pub5_data,OR,80,MRSTACK,-0.158661626773401,0.0674826553641888,0.0136153135633308
CD002243_pub5_data,OR,80,SAFE,-0.172411270838496,0.0595589913602075,0.000134330501764784
CD002243_pub5_data,OR,80,CPC,-0.170066214542296,0.234164981031154,0.0022107257944359
CD002243_pub5_data,OR,80,DTM,-0.164243986580583,0.0734174393628217,0.00803295375614851
CD002243_pub5_data,OR,80,BSC,-0.172276941325167,0.0635425184045962,9.88435611137817e-10
CD002243_pub5_data,OR,80,HGAM,0.158591331195594,0.136680935911625,0.330868271532325
CD002243_pub5_data,OR,80,MTLE,-0.173778426296188,0.110784525548369,0.00150148595945659
CD002243_pub5_data,OR,80,PBM,-0.105382952039101,0.094025343314653,0.06689398829763
CD002243_pub5_data,OR,80,FATIHA,-0.172258260925319,0.0604203475331314,1.86794114127309e-05
CD002290_pub6_data,OR,80,REML,-0.536072407266904,0.132808086550922,0
CD002290_pub6_data,OR,80,HKSJ,-0.536072407266904,0.143265660039664,0
CD002290_pub6_data,OR,80,QSE,-0.536072407266904,0.137740024866092,1.11022302462516e-16
CD002290_pub6_data,OR,80,LTH,-0.536429759558629,0.119112828050054,0.000357352291725066
CD002290_pub6_data,OR,80,RMR,-0.510837579479993,0.134490910164963,0.0252348277869112
CD002290_pub6_data,OR,80,CRT,-0.533694657245653,0.131648705865956,0.0023777500212504
CD002290_pub6_data,OR,80,AWH,-0.526740556751232,0.132808087165001,0.00933185051567187
CD002290_pub6_data,OR,80,MRSTACK,-0.56505364864974,0.16948358471381,0.0289812413828366
CD002290_pub6_data,OR,80,SAFE,-0.536102363796082,0.136276366604889,2.99565291778103e-05
CD002290_pub6_data,OR,80,CPC,-0.464869681973877,0.85338691784552,0.0712027252930273
CD002290_pub6_data,OR,80,DTM,-0.530684655000348,0.135819147265155,0.00538775226655563
CD002290_pub6_data,OR,80,BSC,-0.536072407227968,0.132808087165001,3.89356324959067e-11
CD002290_pub6_data,OR,80,HGAM,-0.301152898880881,0.477588540526655,0.234919508386023
CD002290_pub6_data,OR,80,MTLE,-0.520865326635343,0.172118625730331,0.0152070806315605
CD002290_pub6_data,OR,80,PBM,-0.537430259514363,0.156193437452957,0.00135785224745932
CD002290_pub6_data,OR,80,FATIHA,-0.536067585473428,0.136034924812011,4.82179347605083e-06
CD002303_pub4_data,OR,15,REML,0.0685953824744853,0.251446583775405,0
CD002303_pub4_data,OR,15,HKSJ,0.0685953824744853,0.253078693226119,0
CD002303_pub4_data,OR,15,QSE,0.0685953824744852,0.25225867869173,1.38777878078145e-17
CD002303_pub4_data,OR,15,LTH,0.0746325374318777,0.209305716814105,0.00603715495739242
CD002303_pub4_data,OR,15,RMR,0.0114549868309126,0.254416095783491,0.0571403956435727
CD002303_pub4_data,OR,15,CRT,0.0685953824744853,0.253078693226119,0
CD002303_pub4_data,OR,15,AWH,0.00134731985623739,0.251446585122488,0.0672480626182479
CD002303_pub4_data,OR,15,MRSTACK,0.109577104830233,0.345803147752685,0.0409817223557473
CD002303_pub4_data,OR,15,SAFE,0.0691359973672399,0.248720875251285,0.000540614892754671
CD002303_pub4_data,OR,15,CPC,-0.189733138752387,0.598283940178484,0.258328521226872
CD002303_pub4_data,OR,15,DTM,0.073364667283294,0.263772762734964,0.00476928480880871
CD002303_pub4_data,OR,15,BSC,0.0685953823568862,0.251446585122488,1.17599069371366e-10
CD002303_pub4_data,OR,15,HGAM,1.34753165403016,0.733015923378341,1.27893627155567
CD002303_pub4_data,OR,15,MTLE,0.084269989115224,0.35067853041948,0.0156746066407388
CD002303_pub4_data,OR,15,PBM,0.128197427412879,0.288536056337842,0.0596020449383942
CD002303_pub4_data,OR,15,FATIHA,0.0686025672107622,0.252270141997159,7.18473627694949e-06
CD002971_pub6_data,OR,73,REML,-0.0221666833502151,0.0618585547555509,0
CD002971_pub6_data,OR,73,HKSJ,-0.0221666833502151,0.0472398276006925,0
CD002971_pub6_data,OR,73,QSE,-0.0221666833502151,0.053095228391745,0
CD002971_pub6_data,OR,73,LTH,-0.0221666888409507,0.0618585586648609,5.49073559188984e-09
CD002971_pub6_data,OR,73,RMR,-0.0110669093609592,0.0622225254928663,0.0110997739892558
CD002971_pub6_data,OR,73,CRT,-0.0221666833502151,0.0472398276006925,0
CD002971_pub6_data,OR,73,AWH,-0.0387389989175131,0.0618585586648609,0.016572315567298
CD002971_pub6_data,OR,73,MRSTACK,-0.00980361581991059,0.0564738148538141,0.0123630675303045
CD002971_pub6_data,OR,73,SAFE,-0.0221666848223113,0.0555806426731914,1.47209625045441e-09
CD002971_pub6_data,OR,73,CPC,-0.0185663772367258,0.331017631242071,0.00360030611348928
CD002971_pub6_data,OR,73,DTM,-0.0221666950180282,0.061858563062834,1.16678131323322e-08
CD002971_pub6_data,OR,73,BSC,-0.0221666833502151,0.0618585586648609,0
CD002971_pub6_data,OR,73,HGAM,-0.0808820529727321,0.0906568636735301,0.0587153696225171
CD002971_pub6_data,OR,73,MTLE,-0.0221667421315305,0.0894665319155997,5.87813154470651e-08
CD002971_pub6_data,OR,73,PBM,0.00779331980367152,0.0881933269859352,0.0299600031538866
CD002971_pub6_data,OR,73,FATIHA,-0.0221652176890736,0.0574658182777728,1.46566114147054e-06
CD003129_pub2_data,OR,19,REML,0.551779219085782,0.144632127317918,0
CD003129_pub2_data,OR,19,HKSJ,0.551779219085782,0.123769110660363,0
CD003129_pub2_data,OR,19,QSE,0.551779219085782,0.132988612841,0
CD003129_pub2_data,OR,19,LTH,0.55177921945562,0.144632132981457,3.69837716007737e-10
CD003129_pub2_data,OR,19,RMR,0.554239206797929,0.144701527755598,0.00245998771214739
CD003129_pub2_data,OR,19,CRT,0.551779219085782,0.123769110660363,0
CD003129_pub2_data,OR,19,AWH,0.541413891806635,0.144632132981457,0.0103653272791473
CD003129_pub2_data,OR,19,MRSTACK,0.573340115273692,0.140609640182492,0.0215608961879105
CD003129_pub2_data,OR,19,SAFE,0.551779219195824,0.136551951226258,1.10042419620981e-10
CD003129_pub2_data,OR,19,CPC,0.551779219085782,0.527336811419461,2.22044604925031e-16
CD003129_pub2_data,OR,19,DTM,0.551779219871686,0.144632139352937,7.85904341604748e-10
CD003129_pub2_data,OR,19,BSC,0.551779219085782,0.144632132981457,0
CD003129_pub2_data,OR,19,HGAM,0.409203825875439,0.230657368571856,0.142575393210343
CD003129_pub2_data,OR,19,MTLE,0.551779220722464,0.271706225697645,1.6366816790736e-09
CD003129_pub2_data,OR,19,PBM,0.551763721171643,0.129960313236607,1.54979141391287e-05
CD003129_pub2_data,OR,19,FATIHA,0.551778382793042,0.150120533958237,8.36292740391542e-07
CD003214_pub4_data,OR,8,REML,-0.12517689530375,0.166299995824125,0
CD003214_pub4_data,OR,8,HKSJ,-0.12517689530375,0.0967034522622634,0
CD003214_pub4_data,OR,8,QSE,-0.12517689530375,0.118224049041763,2.77555756156289e-17
CD003214_pub4_data,OR,8,LTH,-0.125176896258467,0.166300002312534,9.54717360723834e-10
CD003214_pub4_data,OR,8,RMR,-0.125176896258467,0.166300002312534,9.54717360723834e-10
CD003214_pub4_data,OR,8,CRT,-0.12517689530375,0.0967034522622634,0
CD003214_pub4_data,OR,8,AWH,-0.130803037308323,0.166300002312534,0.00562614200457329
CD003214_pub4_data,OR,8,MRSTACK,-0.127062737332524,0.119979349313863,0.00188584202877465
CD003214_pub4_data,OR,8,SAFE,-0.125176895624268,0.136268736542596,3.20518250829238e-10
CD003214_pub4_data,OR,8,CPC,-0.126761685374173,0.344162147563904,0.00158479007042306
CD003214_pub4_data,OR,8,DTM,-0.125176897332524,0.166300009611994,2.02877403765456e-09
CD003214_pub4_data,OR,8,BSC,-0.12517689530375,0.166300002312534,0
CD003214_pub4_data,OR,8,HGAM,-0.0141261595404004,0.222430528059197,0.111050735763349
CD003214_pub4_data,OR,8,MTLE,-0.12517689530375,0.276742672549889,5.55111512312578e-17
CD003214_pub4_data,OR,8,PBM,-0.129972865354631,0.132245164993746,0.00479597005088117
CD003214_pub4_data,OR,8,FATIHA,-0.125180087715172,0.13813154364937,3.19241142246463e-06
CD003216_pub3_data,OR,62,REML,0.0995847439703495,0.105693175320794,0
CD003216_pub3_data,OR,62,HKSJ,0.0995847439703495,0.0832106574722912,0
CD003216_pub3_data,OR,62,QSE,0.0995847439703495,0.0924614869080072,0
CD003216_pub3_data,OR,62,LTH,0.0868632600705046,0.0976518814167602,0.0127214838998449
CD003216_pub3_data,OR,62,RMR,0.0990762335769018,0.106005566134765,0.000508510393447709
CD003216_pub3_data,OR,62,CRT,0.0995847439703495,0.0832106574722912,0
CD003216_pub3_data,OR,62,AWH,0.124936621849531,0.105693177793632,0.0253518778791812
CD003216_pub3_data,OR,62,MRSTACK,0.0856958209062112,0.0960198410561194,0.0138889230641383
CD003216_pub3_data,OR,62,SAFE,0.0994446140168387,0.0963842504040953,0.000140129953510773
CD003216_pub3_data,OR,62,CPC,0.0455897302390389,0.480108506467083,0.0539950137313106
CD003216_pub3_data,OR,62,DTM,0.0984111094120755,0.108291699864159,0.00117363455827399
CD003216_pub3_data,OR,62,BSC,0.0995847440668392,0.105693177793632,9.64897189925651e-11
CD003216_pub3_data,OR,62,HGAM,-0.0249441851725382,0.17439022429057,0.124528929142888
CD003216_pub3_data,OR,62,MTLE,0.104140156615566,0.164901087450864,0.0045554126452164
CD003216_pub3_data,OR,62,PBM,0.0850407526909773,0.105183404084452,0.0145439912793722
CD003216_pub3_data,OR,62,FATIHA,0.0994502935534571,0.0957312386711862,0.000134450416892376
CD003218_pub3_data,OR,18,REML,0.0424117447859888,0.478252142401874,0
CD003218_pub3_data,OR,18,HKSJ,0.0424117447859888,0.0171053469109167,0
CD003218_pub3_data,OR,18,QSE,0.0424117447859888,0.0241751556944045,0
CD003218_pub3_data,OR,18,LTH,0.042411744786575,0.478252142982744,5.86239390365506e-13
CD003218_pub3_data,OR,18,RMR,0.042411744786575,0.478252142982744,5.86239390365506e-13
CD003218_pub3_data,OR,18,CRT,0.0424117447859888,0.0171053469109167,0
CD003218_pub3_data,OR,18,AWH,0.0381815214957876,0.478252142982744,0.00423022329020118
CD003218_pub3_data,OR,18,MRSTACK,-0.631951281990626,1.79831349466763,0.674363026776615
CD003218_pub3_data,OR,18,SAFE,0.0424117447859902,0.0341452369511517,1.49880108324396e-15
CD003218_pub3_data,OR,18,CPC,0.0424117447859888,0.830544674060658,0
CD003218_pub3_data,OR,18,DTM,0.0424117447872345,0.478252143636223,1.24576043925018e-12
CD003218_pub3_data,OR,18,BSC,0.0424117447859887,0.478252142982744,6.93889390390723e-18
CD003218_pub3_data,OR,18,HGAM,0.00852778279985625,0.0326567790617217,0.0338839619861325
CD003218_pub3_data,OR,18,MTLE,0.0424117447859888,0.677700991597849,6.93889390390723e-18
CD003218_pub3_data,OR,18,PBM,0.042359114674691,0.0360257866902261,5.26301112977398e-05
CD003218_pub3_data,OR,18,FATIHA,0.0424094593953199,0.0347112858611533,2.2853906688422e-06
CD003331_pub6_data,OR,80,REML,-0.298126016367328,0.108420308964407,0
CD003331_pub6_data,OR,80,HKSJ,-0.298126016367328,0.0754442676400949,0
CD003331_pub6_data,OR,80,QSE,-0.298126016367328,0.0875777902132683,0
CD003331_pub6_data,OR,80,LTH,-0.293878773851163,0.101335400684799,0.00424724251616482
CD003331_pub6_data,OR,80,RMR,-0.283362922912394,0.109382271616995,0.0147630934549343
CD003331_pub6_data,OR,80,CRT,-0.298126016367328,0.0754442676400949,0
CD003331_pub6_data,OR,80,AWH,-0.258990030338584,0.108420310552624,0.0391359860287444
CD003331_pub6_data,OR,80,MRSTACK,-0.29273390797195,0.0889392805470808,0.0053921083953779
CD003331_pub6_data,OR,80,SAFE,-0.296948688283212,0.0915770236950565,0.0011773280841163
CD003331_pub6_data,OR,80,CPC,-0.260862921052585,0.574222689266269,0.037263095314743
CD003331_pub6_data,OR,80,DTM,-0.296455594731699,0.109290500988844,0.00167042163562919
CD003331_pub6_data,OR,80,BSC,-0.298126016395951,0.108420310552624,2.86225487755587e-11
CD003331_pub6_data,OR,80,HGAM,,,
CD003331_pub6_data,OR,80,MTLE,-0.299048635631696,0.181781485366807,0.000922619264368152
CD003331_pub6_data,OR,80,PBM,-0.291939639098884,0.100150793589801,0.00618637726844395
CD003331_pub6_data,OR,80,FATIHA,-0.296793048350022,0.0969536303831979,0.00133296801730648
CD003333_pub4_data,OR,15,REML,0.096302179479596,0.117396679361383,0
CD003333_pub4_data,OR,15,HKSJ,0.096302179479596,0.129500626829338,0
CD003333_pub4_data,OR,15,QSE,0.096302179479596,0.123004235927979,0
CD003333_pub4_data,OR,15,LTH,0.0844943531399668,0.101951581231979,0.0118078263396291
CD003333_pub4_data,OR,15,RMR,0.0822988853398885,0.119219521773729,0.0140032941397075
CD003333_pub4_data,OR,15,CRT,0.096302179479596,0.129500626829338,0
CD003333_pub4_data,OR,15,AWH,0.107118091075431,0.117396683167726,0.010815911595835
CD003333_pub4_data,OR,15,MRSTACK,0.0645145356022373,0.142134882711953,0.0317876438773587
CD003333_pub4_data,OR,15,SAFE,0.0897464748094551,0.115601942475513,0.00655570467014087
CD003333_pub4_data,OR,15,CPC,0.0327990228321011,0.314961329621998,0.0635031566474949
CD003333_pub4_data,OR,15,DTM,0.093398141669066,0.122381268964345,0.00290403781052995
CD003333_pub4_data,OR,15,BSC,0.0963021808282657,0.117396683167726,1.3486697175713e-09
CD003333_pub4_data,OR,15,HGAM,-0.162032767982535,0.358425720788127,0.258334947462131
CD003333_pub4_data,OR,15,MTLE,0.0632608444778983,0.195178678166826,0.0330413350016977
CD003333_pub4_data,OR,15,PBM,0.0676796949900792,0.13401242354232,0.0286224844895167
CD003333_pub4_data,OR,15,FATIHA,0.089760550092378,0.115691155939278,0.00654162938721795
CD003357_pub5_data,OR,34,REML,0.596247549044587,0.156134116581874,0
CD003357_pub5_data,OR,34,HKSJ,0.596247549044587,0.154426220409423,0
CD003357_pub5_data,OR,34,QSE,0.596247549044587,0.15527312431406,0
CD003357_pub5_data,OR,34,LTH,0.596809102151652,0.139920637212223,0.00056155310706496
CD003357_pub5_data,OR,34,RMR,0.545377745100131,0.158000800628113,0.0508698039444555
CD003357_pub5_data,OR,34,CRT,0.486852924609507,0.129521479324367,0.10939462443508
CD003357_pub5_data,OR,34,AWH,0.554130436166982,0.15613411769238,0.0421171128776051
CD003357_pub5_data,OR,34,MRSTACK,0.598930815734195,0.17775915105526,0.00268326668960794
CD003357_pub5_data,OR,34,SAFE,0.596291028497117,0.154139122300989,4.34794525298043e-05
CD003357_pub5_data,OR,34,CPC,0.346017663424456,0.571460331360022,0.250229885620131
CD003357_pub5_data,OR,34,DTM,0.595638593896335,0.160747593164033,0.000608955148251655
CD003357_pub5_data,OR,34,BSC,0.596247549019208,0.15613411769238,2.53790322091163e-11
CD003357_pub5_data,OR,34,HGAM,0.213475276765193,0.538906270349384,0.382772272279394
CD003357_pub5_data,OR,34,MTLE,0.597243152140806,0.231087668768226,0.000995603096218711
CD003357_pub5_data,OR,34,PBM,0.595005459738625,0.168379357612862,0.00124208930596148
CD003357_pub5_data,OR,34,FATIHA,0.596245780549636,0.155640898548469,1.76849495125975e-06
CD003376_pub4_data,OR,80,REML,-0.234651005609659,0.0968504693118881,0
CD003376_pub4_data,OR,80,HKSJ,-0.234651005609659,0.0743778719782246,0
CD003376_pub4_data,OR,80,QSE,-0.234651005609659,0.0834240645242191,2.77555756156289e-17
CD003376_pub4_data,OR,80,LTH,-0.234651010944771,0.0968504711783735,5.3351116302558e-09
CD003376_pub4_data,OR,80,RMR,-0.233562826994158,0.0973363092989877,0.0010881786155007
CD003376_pub4_data,OR,80,CRT,-0.234651005609659,0.0743778719782246,0
CD003376_pub4_data,OR,80,AWH,-0.258948483021237,0.0968504711783735,0.0242974774115775
CD003376_pub4_data,OR,80,MRSTACK,-0.245787945218743,0.0899380170603378,0.011136939609084
CD003376_pub4_data,OR,80,SAFE,-0.234651007047685,0.0872467331623035,1.43802633689738e-09
CD003376_pub4_data,OR,80,CPC,-0.234651005609659,0.586038133256346,2.77555756156289e-17
CD003376_pub4_data,OR,80,DTM,-0.23465101694677,0.0968504732781695,1.13371113608096e-08
CD003376_pub4_data,OR,80,BSC,-0.234651005609659,0.0968504711783735,0
CD003376_pub4_data,OR,80,HGAM,0.276452491714209,0.142699410496019,0.511103497323868
CD003376_pub4_data,OR,80,MTLE,-0.238311155779857,0.156980951389827,0.00366015017019805
CD003376_pub4_data,OR,80,PBM,-0.246941739447994,0.0921128150483216,0.0122907338383349
CD003376_pub4_data,OR,80,FATIHA,-0.234653445865929,0.0924212497765385,2.44025627008093e-06
