scenario,scenario_kind,method,iter,k_target,k_obs,true_theta,estimate,se,ci_lb,ci_ub,pvalue,applicable,converged
BASE_NULL,none,REML,1,10,10,0,0.137690302550783,0.0733322285046484,-0.00603822422438907,0.281418829325956,0.0604327128606427,1,1
BASE_NULL,none,HKSJ,1,10,10,0,0.137690302550783,0.0730615818236309,-0.0275864780969105,0.302967083198477,0.0921304613700289,1,1
BASE_NULL,none,PETPEESE,1,10,10,0,0.120963926230988,0.210539578143,-0.364541211590911,0.606469064052886,0.581392720874193,1,1
BASE_NULL,none,TRIMFILL,1,10,10,0,0.137690302550783,0.0733322285046484,-0.00603822422438907,0.281418829325956,0.0604327128606427,1,1
BASE_NULL,none,SWA,1,10,10,0,0.116202747034569,0.0458120378704322,0.0105599982632223,0.221845495805915,0.0348998210400697,1,1
BASE_NULL,none,TAS,1,10,10,0,0.137690302550783,0.0733322285046484,-0.0314141196246727,0.306794724726239,0.0972603843098137,1,1
BASE_NULL,none,PBM,1,10,10,0,0.131871306929639,0.0718981313873184,-0.0339260813629698,0.297668695222248,0.103975169462438,1,1
BASE_NULL,none,REML,2,10,10,0,0.0671847003295379,0.14288545949703,-0.212865654199098,0.347235054858174,0.638212347768341,1,1
BASE_NULL,none,HKSJ,2,10,10,0,0.0671847003295379,0.141313881928665,-0.252489509878211,0.386858910537287,0.645808083883719,1,1
BASE_NULL,none,PETPEESE,2,10,10,0,-0.45826083334894,0.291842323819173,-1.13125043890355,0.214728772205666,0.155001314941757,1,1
BASE_NULL,none,TRIMFILL,2,10,10,0,-0.147740020134395,0.167182861104997,-0.475412406732551,0.179932366463761,0.376856482201791,1,1
BASE_NULL,none,SWA,2,10,10,0,-0.0841145048715767,0.109839302641215,-0.337404390970161,0.169175381227007,0.465789147561972,1,1
BASE_NULL,none,TAS,2,10,10,0,0.0671847003295379,0.14288545949703,-0.262309760131161,0.396679160790237,0.650764124260295,1,1
BASE_NULL,none,PBM,2,10,10,0,-0.0495066659638939,0.200985074773842,-0.512979079506692,0.413965747578904,0.811636927441891,1,1
BASE_NULL,none,REML,3,10,10,0,-0.0626606399731518,0.116320119263715,-0.290643884407437,0.165322604461133,0.590099855776429,1,1
BASE_NULL,none,HKSJ,3,10,10,0,-0.0626606399731518,0.106951598592917,-0.304601964802838,0.179280684856534,0.572354401743588,1,1
BASE_NULL,none,PETPEESE,3,10,10,0,0.215594080541029,0.117226423687666,-0.0547305372379233,0.485918698319981,0.103183687654551,1,1
BASE_NULL,none,TRIMFILL,3,10,10,0,0.0921232759990079,0.111295691384824,-0.126012270749732,0.310258822747748,0.407820914257855,1,1
BASE_NULL,none,SWA,3,10,10,0,0.0622648314005519,0.146640670524199,-0.275889161217362,0.400418824018465,0.682311175096838,1,1
BASE_NULL,none,TAS,3,10,10,0,-0.0626606399731518,0.116320119263715,-0.33089531600272,0.205574036056417,0.604761342251446,1,1
BASE_NULL,none,PBM,3,10,10,0,0.0468494471142587,0.166495846939109,-0.337090664421646,0.430789558650164,0.785556148425777,1,1
BASE_NULL,none,REML,4,10,10,0,-0.0665513092884693,0.116190583518694,-0.294280668327803,0.161178049750864,0.566795604030838,1,1
BASE_NULL,none,HKSJ,4,10,10,0,-0.0665513092884693,0.109293379016843,-0.313790109477839,0.1806874909009,0.557630322755607,1,1
BASE_NULL,none,PETPEESE,4,10,10,0,-0.243487159994971,0.149202356306355,-0.587548410619632,0.10057409062969,0.141339667398531,1,1
