method,scenarios,applicability,convergence,bias,abs_bias,rmse,coverage,ci_width,type1_error,power,type1_scenarios,power_scenarios,coverage_gap,type1_gap,score_abs_bias,score_rmse,score_coverage,score_width,score_conv,score_app,score_type1,world_score,rank
PBM,17,1,0.999607843137255,0.060548593495988,0.12786375785687,0.156725109576651,0.92724506525018,0.805742995043342,0.0411371237458194,0.644269788182832,3,14,0.0227549347498196,0.00886287625418061,0.117961077033359,0.101994919323739,0,0.250343805423901,0.000392156862745074,0,0.0826383097025299,0.0925481845340445,1
SWA,17,0.713137254901961,0.999555555555555,0.0364317854560291,0.107919965656417,0.132611506572622,0.866749993075161,0.46451851343969,0.0699155916547221,0.790218674817573,3,12,0.0832500069248385,0.0199155916547221,0,0,0.532667383979295,0,0.00044444444444447,0.286862745098039,0.289358195321498,0.138305792552298,2
HKSJ,17,1,0.999607843137255,0.0702518556692164,0.132607325381741,0.160309966099565,0.861745032461145,0.603535105562875,0.0700520252694166,0.763328555502469,3,14,0.088254967538855,0.0200520252694166,0.146017743919485,0.117158026710915,0.576736746678369,0.101991341669337,0.000392156862745074,0,0.291909924937448,0.222009793625687,3
TAS,17,0.713137254901961,0.999555555555555,0.0764682126747436,0.125080509158177,0.149999381437348,0.849152113469671,0.503712737331604,0.0972971128250631,0.823801592505665,3,12,0.100847886530329,0.0472971128250631,0.101499061642823,0.0735466572018573,0.687619120641741,0.0287553551656803,0.00044444444444447,0.286862745098039,0.801477137977793,0.26197757360717,4
REML,17,1,0.999607843137255,0.0702518556692164,0.132607325381741,0.160309966099565,0.826445668568431,0.503074207263563,0.101178000743218,0.814042841216754,3,14,0.123554331431569,0.0511780007432181,0.146017743919485,0.117158026710915,0.887552473395194,0.0282868892268946,0.000392156862745074,0,0.874061718098415,0.323374637177686,5
TRIMFILL,17,1,0.999607843137255,0.0597119160288963,0.135288557876723,0.167221931813023,0.813674995081645,0.507789619351549,0.107911557041992,0.76808408982322,3,14,0.136325004918355,0.0579115570419918,0.161876366477627,0.146394030355613,1,0.0317464130005128,0.000392156862745074,0,1,0.368351745106753,6
PETPEESE,17,1,0.999607843137255,-0.0084983868231463,0.276990922806233,0.369031155354247,0.920735623108304,1.8275419804109,0.0544444444444445,0.283659316075423,3,14,0.0292643768916963,0.00444444444444445,1,1,0.0573165283090587,1,0.000392156862745074,0,0,0.661478991936322,7
