scenario,scenario_kind,method,iter,k_target,k_obs,true_theta,estimate,se,ci_lb,ci_ub,pvalue,applicable,converged
BASE_NULL,none,TAS,10,10,10,0,0.0430227967474211,0.0958431821641285,-0.177991977654185,0.264037571149028,0.665423206123128,1,1
BASE_NULL,none,PBM,10,10,10,0,0.0399187067570092,0.0897768913709508,-0.167107175990178,0.246944589504197,0.668360930175251,1,1
BASE_NULL,none,REML,11,10,10,0,0.0741421087682729,0.0996878782818638,-0.121242542359393,0.269526759895939,0.457032290940167,1,1
BASE_NULL,none,HKSJ,11,10,10,0,0.0741421087682729,0.0970280240852786,-0.145350530908397,0.293634748444943,0.464350520916007,1,1
BASE_NULL,none,PETPEESE,11,10,10,0,-0.095945606577756,0.330041413615317,-0.857022471163305,0.665131258007793,0.778668733017744,1,1
BASE_NULL,none,TRIMFILL,11,10,10,0,0.0741421087682729,0.0996878782818638,-0.121242542359393,0.269526759895939,0.457032290940167,1,1
BASE_NULL,none,SWA,11,10,10,0,0.0173405690691164,0.0808370317185093,-0.169069960351396,0.203751098489629,0.835514248488209,1,1
BASE_NULL,none,TAS,11,10,10,0,0.0741421087682729,0.0996878782818638,-0.155738550779435,0.30402276831598,0.478304549930584,1,1
BASE_NULL,none,PBM,11,10,10,0,0.0624317402554233,0.106106394938817,-0.182250045245095,0.307113525755942,0.572504460590565,1,1
BASE_NULL,none,REML,12,10,10,0,-0.012053958298758,0.105046098061102,-0.21794052721498,0.193832610617464,0.908643896006942,1,1
BASE_NULL,none,HKSJ,12,10,10,0,-0.012053958298758,0.108561423641172,-0.257636960392206,0.23352904379469,0.914026472643688,1,1
BASE_NULL,none,PETPEESE,12,10,10,0,0.329228040402936,0.195958969098249,-0.122654152667972,0.781110233473845,0.131451444159127,1,1
BASE_NULL,none,TRIMFILL,12,10,10,0,0.086129116476553,0.108396768491961,-0.126324645808217,0.298582878761323,0.426862085327098,1,1
BASE_NULL,none,SWA,12,10,10,0,0.0421435198795748,0.0844965763591113,-0.15270593461513,0.23699297437428,0.631371299200462,1,1
BASE_NULL,none,TAS,12,10,10,0,-0.012053958298758,0.105046098061102,-0.25429069481472,0.230182778217204,0.911471686531674,1,1
BASE_NULL,none,PBM,12,10,10,0,0.0459730050736786,0.138597788730243,-0.273634068868416,0.365580079015773,0.748637912976818,1,1
BASE_NULL,none,REML,13,10,10,0,0.0763118912561284,0.11936037680454,-0.1576301484619,0.310253930974157,0.522601619877982,1,1
BASE_NULL,none,HKSJ,13,10,10,0,0.0763118912561284,0.123043223653352,-0.202031218465083,0.35465500097734,0.55050248233465,1,1
BASE_NULL,none,PETPEESE,13,10,10,0,-0.360129567826774,0.366367905083619,-1.20497547195569,0.484716336302139,0.354410764784525,1,1
BASE_NULL,none,TRIMFILL,13,10,10,0,-0.0805401100619465,0.131218637402626,-0.337723913471514,0.176643693347621,0.539357014271041,1,1
BASE_NULL,none,SWA,13,10,10,0,0.0267014819004671,0.0929484616961664,-0.187638055131759,0.241041018932693,0.781204700284681,1,1
BASE_NULL,none,TAS,13,10,10,0,0.0763118912561284,0.11936037680454,-0.198933631234669,0.351557413746926,0.540472287425957,1,1
BASE_NULL,none,PBM,13,10,10,0,0.0410793966119198,0.14585631069874,-0.295265859004998,0.377424652228838,0.785365390665313,1,1
BASE_NULL,none,REML,14,10,10,0,0.0960974470394402,0.117481867108233,-0.134162781329216,0.326357675408097,0.413370408890997,1,1
BASE_NULL,none,HKSJ,14,10,10,0,0.0960974470394402,0.113698200889615,-0.16110575250027,0.353300646579151,0.419901567935143,1,1
BASE_NULL,none,PETPEESE,14,10,10,0,-0.292371606510922,0.431439847380185,-1.28727367866148,0.702530465639638,0.517099595456306,1,1
BASE_NULL,none,TRIMFILL,14,10,10,0,0.0206236776297478,0.130175068965824,-0.234514769228284,0.27576212448778,0.874117724799799,1,1
BASE_NULL,none,SWA,14,10,10,0,-0.0173152519209267,0.119644439614171,-0.293215824425389,0.258585320583536,0.888509504272608,1,1
BASE_NULL,none,TAS,14,10,10,0,0.0960974470394402,0.117481867108233,-0.17481622432365,0.367011118402531,0.437053553199946,1,1
BASE_NULL,none,PBM,14,10,10,0,0.0687862100815489,0.139397838461683,-0.252665781849614,0.390238202012711,0.634952940960619,1,1
BASE_NULL,none,REML,15,10,10,0,0.0164748199276574,0.0708072687064693,-0.122304876580672,0.155254516435987,0.816016649574023,1,1
BASE_NULL,none,HKSJ,15,10,10,0,0.0164748199276574,0.0749804612555053,-0.153142767571397,0.186092407426712,0.830990671601964,1,1
BASE_NULL,none,PETPEESE,15,10,10,0,0.198260362811214,0.193546252088397,-0.248058094857898,0.644578820480326,0.335640825286861,1,1
BASE_NULL,none,TRIMFILL,15,10,10,0,0.0750631829641806,0.0676589723569774,-0.0575459660864861,0.207672332014847,0.267242883039171,1,1
BASE_NULL,none,SWA,15,10,10,0,0.0333987792008325,0.0592656299864134,-0.103268008623317,0.170065567024982,0.588508065616905,1,1
BASE_NULL,none,TAS,15,10,10,0,0.0164748199276574,0.0708072687064693,-0.146807034511973,0.179756674367288,0.821858837266045,1,1
BASE_NULL,none,PBM,15,10,10,0,0.0320992669489571,0.0807510894338083,-0.154113079207646,0.218311613105561,0.701387912686919,1,1
BASE_NULL,none,REML,16,10,10,0,-0.0936402437414596,0.0831212473025726,-0.256554894804549,0.0692744073216299,0.259932776069689,1,1
BASE_NULL,none,HKSJ,16,10,10,0,-0.0936402437414596,0.0797310648326949,-0.274004443150269,0.0867239556673493,0.270352653396473,1,1
BASE_NULL,none,PETPEESE,16,10,10,0,-0.221280945806379,0.112124336862637,-0.479840130268644,0.0372782386558862,0.0838840931984985,1,1
BASE_NULL,none,TRIMFILL,16,10,10,0,-0.224520359226646,0.0893706953420838,-0.399683703370432,-0.0493570150828603,0.0119968521522893,1,1
BASE_NULL,none,SWA,16,10,10,0,-0.140675907945652,0.0722509527479042,-0.30728690375476,0.0259350878634558,0.0873901360146185,1,1
BASE_NULL,none,TAS,16,10,10,0,-0.0936402437414596,0.0831212473025726,-0.28531818374452,0.098037696261601,0.292588206565324,1,1
BASE_NULL,none,PBM,16,10,10,0,-0.144673828606773,0.102554294760771,-0.381164456408057,0.0918167991945112,0.196011943442707,1,1
BASE_NULL,none,REML,17,10,10,0,0.145421576205094,0.0804831957011345,-0.0123225887298187,0.303165741140006,0.0707846741519755,1,1
BASE_NULL,none,HKSJ,17,10,10,0,0.145421576205094,0.0887901730405597,-0.0554357497247003,0.346278902134888,0.135885951499033,1,1
BASE_NULL,none,PETPEESE,17,10,10,0,0.248674260586698,0.2754715949684,-0.386564376541718,0.883912897715115,0.39304195661008,1,1
BASE_NULL,none,TRIMFILL,17,10,10,0,0.145421576205094,0.0804831957011345,-0.0123225887298187,0.303165741140006,0.0707846741519755,1,1
BASE_NULL,none,SWA,17,10,10,0,0.150812149323665,0.0567521201952375,0.019941525471843,0.281682773175486,0.0289226143042347,1,1
BASE_NULL,none,TAS,17,10,10,0,0.145421576205094,0.0804831957011345,-0.0401730058961685,0.331016158306356,0.108410630959926,1,1
BASE_NULL,none,PBM,17,10,10,0,0.147782982448493,0.0832440157386727,-0.044178062075887,0.339744026972873,0.113763377436944,1,1
BASE_NULL,none,REML,18,10,10,0,-0.0491920133609654,0.125474393522281,-0.295117305646643,0.196733278924712,0.695022581204547,1,1
BASE_NULL,none,HKSJ,18,10,10,0,-0.0491920133609654,0.124398748906285,-0.330601534242454,0.232217507520523,0.701729029057768,1,1
BASE_NULL,none,PETPEESE,18,10,10,0,-0.232611184022367,0.332922081770543,-1.00033088128602,0.535108513241286,0.504543472777665,1,1
BASE_NULL,none,TRIMFILL,18,10,10,0,-0.0491920133609654,0.125474393522281,-0.295117305646643,0.196733278924712,0.695022581204547,1,1
BASE_NULL,none,SWA,18,10,10,0,-0.116397316089609,0.100897160125433,-0.349066584569215,0.116271952389997,0.281953510937846,1,1
BASE_NULL,none,TAS,18,10,10,0,-0.0491920133609654,0.125474393522281,-0.338536483685581,0.24015245696365,0.705259888355007,1,1
BASE_NULL,none,PBM,18,10,10,0,-0.0642321524502129,0.133468192725595,-0.372010356793662,0.243546051893236,0.643223137233929,1,1
BASE_NULL,none,REML,19,10,10,0,-0.00127992109571252,0.106251857168732,-0.20952973443692,0.206969892245495,0.990388830738003,1,1
BASE_NULL,none,HKSJ,19,10,10,0,-0.00127992109571252,0.107911709138769,-0.245393166873774,0.242833324682349,0.990795417264728,1,1
BASE_NULL,none,PETPEESE,19,10,10,0,-0.248442559262181,0.249974761016706,-0.824885391863378,0.328000273339017,0.349392269661077,1,1
BASE_NULL,none,TRIMFILL,19,10,10,0,-0.0359053578931577,0.104992228807025,-0.241686345011516,0.169875629225201,0.732365115746704,1,1
BASE_NULL,none,SWA,19,10,10,0,-0.084634151591371,0.106832678589342,-0.330990750193332,0.16172244701059,0.451087161037358,1,1
BASE_NULL,none,TAS,19,10,10,0,-0.00127992109571252,0.106251857168732,-0.24629714309993,0.243737300908505,0.990683818959389,1,1
BASE_NULL,none,PBM,19,10,10,0,-0.0228504306357205,0.122656679668615,-0.30569724116196,0.259996379890519,0.856850078251592,1,1
BASE_NULL,none,REML,20,10,10,0,0.121084641767403,0.0687059216305566,-0.013576490153119,0.255745773687926,0.0780083112123836,1,1
BASE_NULL,none,HKSJ,20,10,10,0,0.121084641767403,0.0593140097588849,-0.0130929702629409,0.255262253797747,0.0716008406878343,1,1
BASE_NULL,none,PETPEESE,20,10,10,0,0.0416751701268075,0.138518355779953,-0.277748731103447,0.361099071357062,0.771189251708557,1,1
BASE_NULL,none,TRIMFILL,20,10,10,0,0.0189286874159876,0.077646789417361,-0.133256223357206,0.171113598189181,0.807401678694834,1,1
BASE_NULL,none,SWA,20,10,10,0,0.088800030151464,0.0566337418305138,-0.041797612701786,0.219397673004714,0.155524783067465,1,1
BASE_NULL,none,TAS,20,10,10,0,0.121084641767403,0.0687059216305566,-0.0373514976256735,0.27952078116048,0.116028820893337,1,1
BASE_NULL,none,PBM,20,10,10,0,0.102662501367058,0.0774565755596684,-0.0759526821722915,0.281277684906407,0.221631173496302,1,1
BASE_NULL,none,REML,21,10,10,0,0.119605761678709,0.136369665945629,-0.147673872158483,0.3868853955159,0.380448543464778,1,1
BASE_NULL,none,HKSJ,21,10,10,0,0.119605761678709,0.130195902732934,-0.174917832255576,0.414129355612993,0.382233946591309,1,1
BASE_NULL,none,PETPEESE,21,10,10,0,0.0373168676835254,0.372423810422972,-0.82149397920034,0.896127714567391,0.922651094761201,1,1
BASE_NULL,none,TRIMFILL,21,10,10,0,0.119605761678709,0.136369665945629,-0.147673872158483,0.3868853955159,0.380448543464778,1,1
BASE_NULL,none,SWA,21,10,10,0,0.00754614746108692,0.13798569880218,-0.310649444575777,0.325741739497951,0.957728192163314,1,1
BASE_NULL,none,TAS,21,10,10,0,0.119605761678709,0.136369665945629,-0.194863251908323,0.43407477526574,0.40601526112372,1,1
BASE_NULL,none,PBM,21,10,10,0,0.105225140510831,0.14809507826882,-0.236282722380452,0.446733003402114,0.49756648796675,1,1
BASE_NULL,none,REML,22,10,10,0,-0.0346231422966504,0.120855364067822,-0.271495303208058,0.202249018614757,0.774507356485113,1,1
BASE_NULL,none,HKSJ,22,10,10,0,-0.0346231422966504,0.116281599319892,-0.297670395099775,0.228424110506475,0.772650846137166,1,1
BASE_NULL,none,PETPEESE,22,10,10,0,-0.455582128735653,0.376442477732639,-1.32366003905362,0.412495781582314,0.260732175788122,1,1
BASE_NULL,none,TRIMFILL,22,10,10,0,-0.0346231422966504,0.120855364067822,-0.271495303208058,0.202249018614757,0.774507356485113,1,1
BASE_NULL,none,SWA,22,10,10,0,-0.118178994238908,0.116693409009841,-0.387274477966674,0.150916489488857,0.340835165926539,1,1
BASE_NULL,none,TAS,22,10,10,0,-0.0346231422966504,0.120855364067822,-0.313316111598653,0.244069827005352,0.78178655093089,1,1
BASE_NULL,none,PBM,22,10,10,0,-0.0509797645625079,0.139683785101151,-0.373091150626733,0.271131621501717,0.724597114134544,1,1
BASE_NULL,none,REML,23,10,10,0,-0.0254876567471882,0.100488739445029,-0.222441966911274,0.171466653416898,0.799776052764443,1,1
BASE_NULL,none,HKSJ,23,10,10,0,-0.0254876567471882,0.0987851851701894,-0.248955270958279,0.197979957463903,0.802201479256781,1,1
BASE_NULL,none,PETPEESE,23,10,10,0,-0.0198825594932122,0.330358251687042,-0.781690053982349,0.741924934995924,0.953484749714028,1,1
BASE_NULL,none,TRIMFILL,23,10,10,0,-0.0254876567471882,0.100488739445029,-0.222441966911274,0.171466653416898,0.799776052764443,1,1
BASE_NULL,none,SWA,23,10,10,0,-0.0360324867715992,0.106522546978364,-0.281673920596186,0.209608947052988,0.743872141161199,1,1
BASE_NULL,none,TAS,23,10,10,0,-0.0254876567471882,0.100488739445029,-0.257215105448879,0.206239791954502,0.806172823382803,1,1
BASE_NULL,none,PBM,23,10,10,0,-0.026557744874161,0.106895012155594,-0.273058084937661,0.219942595189339,0.810047451304675,1,1
BASE_NULL,none,REML,24,10,10,0,-0.00327195233377125,0.172791813331327,-0.34193768328654,0.335393778618997,0.984892315238054,1,1
BASE_NULL,none,HKSJ,24,10,10,0,-0.00327195233377125,0.17959304842557,-0.40953965321844,0.402995748550897,0.985861883834779,1,1
BASE_NULL,none,PETPEESE,24,10,10,0,-0.247687974654331,1.02760633490857,-2.6173524323155,2.12197648300684,0.815591449941573,1,1
BASE_NULL,none,TRIMFILL,24,10,10,0,-0.094243952752512,0.185110025428171,-0.457052935769021,0.268565030263997,0.610665324714459,1,1
BASE_NULL,none,SWA,24,10,10,0,0.0128494968359607,0.136609188533706,-0.30217185682965,0.327870850501571,0.927374429926061,1,1
BASE_NULL,none,TAS,24,10,10,0,-0.00327195233377125,0.172791813331327,-0.401730588405237,0.395186683737695,0.985356068885575,1,1
BASE_NULL,none,PBM,24,10,10,0,-0.0132210187904087,0.185252381012705,-0.440413775462124,0.413971737881306,0.944857090346275,1,1
BASE_NULL,none,REML,25,10,10,0,0.143058843350801,0.151764879060961,-0.154394853726758,0.440512540428361,0.345867777428371,1,1
BASE_NULL,none,HKSJ,25,10,10,0,0.143058843350801,0.146625432499653,-0.188630929026672,0.474748615728275,0.35471915265504,1,1
BASE_NULL,none,PETPEESE,25,10,10,0,0.179337092745217,0.407884716356315,-0.761246749859024,1.11992093534946,0.671807256315328,1,1
BASE_NULL,none,TRIMFILL,25,10,10,0,0.19282428944495,0.149480536018234,-0.100152177540531,0.485800756430431,0.197063670449413,1,1
BASE_NULL,none,SWA,25,10,10,0,0.0315578050355611,0.170402436593541,-0.361390918398011,0.424506528469133,0.857684585985114,1,1
BASE_NULL,none,TAS,25,10,10,0,0.143058843350801,0.151764879060961,-0.206911595342534,0.493029282044137,0.373458843474499,1,1
BASE_NULL,none,PBM,25,10,10,0,0.141038820519075,0.166334619623649,-0.242529500160672,0.524607141198821,0.421124452810163,1,1
BASE_NULL,none,REML,26,10,10,0,0.0594458215639243,0.134457063646839,-0.204085180650891,0.322976823778739,0.658404177551741,1,1
BASE_NULL,none,HKSJ,26,10,10,0,0.0594458215639243,0.151025514672617,-0.282197628218021,0.40108927134587,0.703028091599112,1,1
BASE_NULL,none,PETPEESE,26,10,10,0,-0.18424715786043,0.173514391498426,-0.584372062173236,0.215877746452375,0.31930242219631,1,1
BASE_NULL,none,TRIMFILL,26,10,10,0,-0.0414490981879773,0.148984429440764,-0.333453214149123,0.250555017773168,0.780850437205925,1,1
BASE_NULL,none,SWA,26,10,10,0,-0.0885490822131274,0.116493036366078,-0.357182505795793,0.180084341369539,0.468987468451075,1,1
BASE_NULL,none,TAS,26,10,10,0,0.0594458215639243,0.134457063646839,-0.250612723213097,0.369504366340946,0.670112321799699,1,1
BASE_NULL,none,PBM,26,10,10,0,-0.0345130001537814,0.1671139829309,-0.419878535842876,0.350852535535313,0.841541182608324,1,1
BASE_NULL,none,REML,27,10,10,0,0.0149805063987865,0.0728970319390869,-0.12789505078169,0.157856063579263,0.837179715536866,1,1
BASE_NULL,none,HKSJ,27,10,10,0,0.0149805063987865,0.0747217973494598,-0.15405194269245,0.184012955490023,0.845559465226554,1,1
BASE_NULL,none,PETPEESE,27,10,10,0,0.135566555698078,0.0721656295346734,-0.0308476844284905,0.301980795824647,0.097122263830062,1,1
BASE_NULL,none,TRIMFILL,27,10,10,0,0.0973074306535569,0.0695050018837861,-0.0389198697840525,0.233534731091166,0.161511474412832,1,1
BASE_NULL,none,SWA,27,10,10,0,0.0380274080855426,0.0551556104992608,-0.0891616578054632,0.165216473976548,0.51003560702754,1,1
BASE_NULL,none,TAS,27,10,10,0,0.0149805063987865,0.0728970319390869,-0.153120350696858,0.183081363494431,0.842312567824087,1,1
BASE_NULL,none,PBM,27,10,10,0,0.058062903474613,0.0831660086118491,-0.133718256292736,0.249844063241962,0.504862803426093,1,1
BASE_NULL,none,REML,28,10,10,0,-0.0210088039208145,0.0901458853018544,-0.197691492466928,0.155673884625299,0.815719949842638,1,1
BASE_NULL,none,HKSJ,28,10,10,0,-0.0210088039208145,0.0949077905871852,-0.235705142202968,0.193687534361338,0.829752773784063,1,1
BASE_NULL,none,PETPEESE,28,10,10,0,0.161367086243899,0.227578082441524,-0.36342891294809,0.686163085435887,0.498425323984756,1,1
BASE_NULL,none,TRIMFILL,28,10,10,0,-0.0210088039208145,0.0901458853018544,-0.197691492466928,0.155673884625299,0.815719949842638,1,1
BASE_NULL,none,SWA,28,10,10,0,0.0190920177635714,0.0775526807479484,-0.159744784737366,0.197928820264509,0.811740716237634,1,1
BASE_NULL,none,TAS,28,10,10,0,-0.0210088039208145,0.0901458853018544,-0.228885588198531,0.186867980356902,0.821572186568051,1,1
BASE_NULL,none,PBM,28,10,10,0,-0.0107347096217759,0.0996109217653011,-0.240437907124059,0.218968487880507,0.916834740548054,1,1
BASE_NULL,none,REML,29,10,10,0,0.188377868736383,0.0626456165409937,0.0655947165267287,0.311161020946038,0.00263805131377432,1,1
BASE_NULL,none,HKSJ,29,10,10,0,0.188377868736383,0.0425509827577446,0.0921208583068482,0.284634879165918,0.00165406333731682,1,1
BASE_NULL,none,PETPEESE,29,10,10,0,0.196685760607806,0.0576144877515913,0.0638265136049669,0.329545007610646,0.00917118324746635,1,1
