method,n_datasets,convergence,median_k,mean_abs_shift_vs_reml,mean_abs_shift_vs_consensus,median_se,sign_flip_rate_vs_reml,rank_mean,rank_sd,rank_p10,rank_p90,score_shift,score_consensus,score_se,score_flip,score_convergence,score_rank_uncertainty,world_score,rank
LTH,34,1,80,0.0104981933274998,0.00860510890718546,0.0865399769276942,0,7.78333333333333,0.488236981536688,7,8,0.0340034060917109,0.0279513994237305,0.0158906681880097,0,0,0.248392257417747,0.0462974483773685,1
DTM,34,1,80,0.0037421525175842,0.00361558190495253,0.106875165575533,0,7.25833333333333,0.510327516081063,7,8,0.0121207457076654,0.0117228628795448,0.0612903792262461,0,0,0.263647764320175,0.0479155938683315,2
RMR,34,1,80,0.0219282887177515,0.0197047983114706,0.10365482611013,0,9.46666666666667,0.517481511598181,9,10,0.0710252214743283,0.0640533616028987,0.0541007492844626,0,0,0.268588243590701,0.0716860123790773,3
AWH,34,1,80,0.0314122465048719,0.0312991110518348,0.1018517707721,0,10.7166666666667,0.567810675829043,10,11,0.101743542039768,0.101764096092864,0.050075303897644,0,0,0.303345071714302,0.0901866436964712,4
QSE,34,1,80,1.39798303652249e-17,0.00222901273485552,0.0874120045822046,0,2.75833333333333,1.22299971026837,1,5,4.52803481677913e-17,0.00721301887271003,0.0178375300646183,0,0,0.75581220496568,0.0954950841595091,5
REML,34,1,80,0,0.00222901273485551,0.101851770121418,0,4.3,1.15663958347033,2,5,0,0.00721301887271001,0.0500753024449518,0,0,0.709984551027298,0.0957985647153632,6
BSC,34,1,80,3.50368489021428e-10,0.00222901307812556,0.1018517707721,0,5.3,1.15663958347033,3,6,1.13483545618531e-09,0.00721301998920273,0.050075303897644,0,0,0.709984551027298,0.09579856547214,7
CRT,34,1,80,0.0272774688955622,0.026323759960944,0.0794223163092988,0,9.76666666666667,0.923396482788282,9,11,0.0883510927142275,0.085581666984345,0,0,0,0.548909149015145,0.104134305015503,8
HKSJ,34,1,80,0,0.00222901273485551,0.0827903509288977,0,2.38333333333333,1.55667893276677,1,5,0,0.00721301887271001,0.0075193695590731,0,0,0.986247809491015,0.121290087811551,9
SAFE,34,1,80,0.00180607804137298,0.00104021238236202,0.0874176118446078,0,2.74166666666667,1.55836497668557,1,6,0.00584984512651886,0.00334642190759735,0.0178500486646287,0,0,0.987412174915918,0.123725648497049,10
FATIHA,34,1,80,0.00223734185957579,1.13418848060947e-05,0.0892384609102059,0,3.54166666666667,1.57659260993545,1,6,0.00724669868841688,0,0.0219152197753567,0,0,1,0.125539013271016,11
MTLE,33,0.970588235294118,80,0.0209472275095444,0.020673170299908,0.185398140246958,0,12.1916666666667,0.490169467064787,12,13,0.0678475868449387,0.067203010897449,0.236598335384513,0,1,0.249726813005505,0.232266049433198,12
PBM,34,1,80,0.122854356781826,0.120641358661765,0.111108383027197,0.0294117647058824,12.9416666666667,0.539153294073035,12,14,0.397922428504494,0.392351546492185,0.070741329123777,0.194117647058824,0,0.283554564413264,0.245855555588788,13
MRSTACK,34,1,80,0.164660338834208,0.162431549283904,0.158254301449616,0.0294117647058824,13.8916666666667,0.445251950832209,13,14,0.53333104029546,0.528274978792756,0.175997843340454,0.194117647058824,0,0.218707216012527,0.31671309603984,14
CPC,33,0.970588235294118,80,0.117352702495895,0.115056365114496,0.527336811419461,0.121212121212121,14.975,0.241232828012533,15,15,0.380102697144559,0.374186243079592,1,0.8,1,0.0778136070258097,0.58928119969241,15
HGAM,33,0.970588235294118,80,0.308739462722793,0.307465251154312,0.298391774777742,0.151515151515152,15.9833333333333,0.128555865849279,16,16,1,1,0.488864416889632,1,1,0,0.787995595040134,16
