method,scenarios,applicability,convergence,bias,abs_bias,rmse,coverage,ci_width,type1_error,power,type1_scenarios,power_scenarios,coverage_gap,type1_gap,score_abs_bias,score_rmse,score_coverage,score_width,score_conv,score_app,score_type1,world_score,rank
PBM,9,1,1,0.095070772056917,0.158440699263705,0.192823728272454,0.886296296296296,1.022609680266,0.05,0.605714285714286,2,7,0.0637037037037037,0,0.147158442854796,0.124546762141552,0.0916461650342729,0.276174178905346,0,0,0,0.121230874289216,1
SWA,9,0.569259259259259,1,0.0761906350226168,0.126567025629145,0.153243598947886,0.830649548052717,0.505180658329361,0.0714285714285714,0.802124454800511,2,6,0.119350451947283,0.0214285714285714,0,0,0.438033805542279,0,0,0.430740740740741,0.276315789473684,0.122634246488573,2
TRIMFILL,9,1,1,0.0794642415031843,0.15152053339067,0.18759754247973,0.787037037037037,0.576620887298205,0.101666666666667,0.73952380952381,2,7,0.162962962962963,0.0516666666666667,0.115208538182732,0.108101527374974,0.709511210137864,0.0381307304766843,0,0,0.666228070175439,0.260601503987839,3
HKSJ,9,1,1,0.109104666993676,0.167902578976305,0.200966291448633,0.794814814814815,0.724829376296496,0.0816666666666667,0.75952380952381,2,7,0.155185185185185,0.0316666666666667,0.190843256251264,0.150168959350914,0.661096411827508,0.117235991334892,0,0,0.408333333333333,0.271404764878765,4
TAS,9,0.569259259259259,1,0.116372064659348,0.155069880978095,0.183694961943539,0.768031171507027,0.555235487503638,0.127551020408163,0.831503222172236,2,6,0.181968828492973,0.0775510204081633,0.131595618947387,0.0958212802390081,0.827818157525618,0.0267164205357348,0,0.430740740740741,1,0.324591501524888,5
REML,9,1,1,0.109104666993676,0.167902578976305,0.200966291448633,0.74037037037037,0.572986434128154,0.121666666666667,0.818571428571429,2,7,0.20962962962963,0.0716666666666667,0.190843256251264,0.150168959350914,1,0.0361908661137386,0,0,0.924122807017544,0.372344127885885,6
PETPEESE,9,1,0.999259259259259,0.000597553763329749,0.343161282922355,0.471036921263112,0.901019139945315,2.37874111929476,0.05,0.238271013103228,2,7,0.0489808600546855,0,1,1,0,1,0.000740740740740709,0,0,0.65002962962963,7
