method,scenarios,applicability,convergence,bias,abs_bias,rmse,coverage,ci_width,type1_error,power,type1_scenarios,power_scenarios,coverage_gap,type1_gap,score_abs_bias,score_rmse,score_coverage,score_width,score_conv,score_app,score_type1,world_score,rank
PBM,17,1,0.999647058823529,0.0631567985856499,0.130351066491034,0.160528589020446,0.924323234704703,0.823785583290764,0.044,0.646310334955626,3,14,0.0256767652952965,0.00600000000000001,0.143819085415723,0.13537938873866,0,0.250200217297058,0.000352941176470556,0,0,0.102024712186147,1
SWA,17,0.710117647058824,0.999866666666667,0.0322937439716567,0.105446000910553,0.129056970026727,0.865621377592577,0.478579702683399,0.0733200883002208,0.77551819635487,3,12,0.0843786224074228,0.0233200883002208,0,0,0.494827677441126,0,0.000133333333333319,0.289882352941177,0.295228777844672,0.131285641637368,2
TAS,17,0.710117647058824,0.999866666666667,0.0717350046881075,0.12414316031635,0.146415834339628,0.858680177367923,0.51430570141513,0.0352450331125828,0.830658167516813,3,12,0.0913198226320775,0.0147549668874172,0.107970338681671,0.0746714822757267,0.553338568830118,0.0258936859073972,0.000133333333333319,0.289882352941177,0.14923239012643,0.184956449661879,3
HKSJ,17,1,0.999647058823529,0.0739158117612371,0.13577499949809,0.163916957507008,0.856415183307792,0.613882343496571,0.0806666666666667,0.76324763813341,3,14,0.093584816692208,0.0306666666666667,0.175140628493388,0.149954910087709,0.572431350648783,0.0980653923761665,0.000352941176470556,0,0.420454545454545,0.247974206720739,4
REML,17,1,0.999647058823529,0.0739158117612371,0.13577499949809,0.163916957507008,0.820278439231404,0.509598610608576,0.11,0.810578872029774,3,14,0.129721560768596,0.06,0.175140628493388,0.149954910087709,0.877046264406079,0.0224820547365589,0.000352941176470556,0,0.920454545454545,0.341338855708238,5
TRIMFILL,17,1,0.999647058823529,0.0634054198888034,0.138006696331492,0.17125493935999,0.805692325828127,0.513958462068772,0.114666666666667,0.770971657600916,3,14,0.144307674171873,0.0646666666666667,0.188027990563077,0.181520222886851,1,0.0256420118636058,0.000352941176470556,0,1,0.384366771724055,6
PETPEESE,17,1,0.999176470588235,-0.0105243624621923,0.278615406824169,0.361526766846927,0.920394884859757,1.85829825103905,0.0575268817204301,0.286942560968178,3,14,0.0296051151402429,0.0075268817204301,1,1,0.0331140499735481,1,0.000823529411764667,0,0.0260263929618767,0.65873786260813,7
