scenario,scenario_kind,method,n,applicable_n,applicability,convergence,bias,abs_bias,rmse,coverage,ci_width,type1_error,power
HET_HIGH,none,HKSJ,500,500,1,1,0.00361915700541407,0.10315286120598,0.129766580028603,0.958,0.552283412633076,,0.568
HET_HIGH,none,PETPEESE,500,500,1,1,-0.0177474701221013,0.241493315664241,0.303307737935569,0.948,1.3851531582893,,0.212
HET_HIGH,none,TRIMFILL,500,500,1,1,0.0105604836594386,0.1231722725902,0.157941423271682,0.892,0.527117868565652,,0.612
HET_HIGH,none,SWA,500,500,1,1,-0.0292556704780688,0.119953007800822,0.15206301655411,0.92,0.566092607777133,,0.49
HET_HIGH,none,TAS,500,500,1,1,0.00361915700541409,0.10315286120598,0.129766580028603,0.958,0.55566871311606,,0.566
HET_HIGH,none,PBM,500,500,1,1,0.00243263154818749,0.105497125627836,0.133595728937785,0.972,0.642761161210955,,0.464
HET_EXTREME,none,REML,500,500,1,1,0.004763580871591,0.137859749677664,0.169990418669381,0.942,0.638927065860003,,0.45
HET_EXTREME,none,HKSJ,500,500,1,1,0.004763580871591,0.137859749677664,0.169990418669381,0.952,0.672478383257847,,0.416
HET_EXTREME,none,PETPEESE,500,500,1,1,-0.044845539408579,0.304305358884867,0.376197016301313,0.946,1.68963819281593,,0.132
HET_EXTREME,none,TRIMFILL,500,500,1,1,0.00107662439746134,0.165146610945595,0.20947867734339,0.886,0.647502115556612,,0.464
HET_EXTREME,none,SWA,500,500,1,1,-0.0285581634490721,0.151306107909055,0.187953005573731,0.92,0.71459813193273,,0.344
HET_EXTREME,none,TAS,500,500,1,1,0.00476358087159102,0.137859749677664,0.169990418669381,0.952,0.674360012591852,,0.416
HET_EXTREME,none,PBM,500,500,1,1,-0.00140625723140591,0.139853422608254,0.173374928012811,0.97,0.793932396211733,,0.298
OUTLIER_SINGLE,outlier,REML,500,500,1,1,0.079323618230725,0.0974022562373157,0.11731807314457,0.956,0.440113497120249,,0.958
OUTLIER_SINGLE,outlier,HKSJ,500,500,1,1,0.079323618230725,0.0974022562373157,0.11731807314457,0.96,0.47461385746965,,0.936
OUTLIER_SINGLE,outlier,PETPEESE,500,500,1,1,0.0204241867799335,0.203125098916327,0.24592201824357,0.95,1.14041193843782,,0.304
OUTLIER_SINGLE,outlier,TRIMFILL,500,500,1,1,0.143638192132457,0.156961282544476,0.190898225141293,0.732,0.443592984726665,,0.972
OUTLIER_SINGLE,outlier,SWA,500,500,1,1,0.0267914708260721,0.0786172832712563,0.0965137989015209,0.958,0.41297106510704,,0.874
OUTLIER_SINGLE,outlier,TAS,500,500,1,1,0.079323618230725,0.0974022562373157,0.11731807314457,0.958,0.471765886312691,,0.934
OUTLIER_SINGLE,outlier,PBM,500,500,1,1,0.0774333877696667,0.0969843373300117,0.117655862029581,0.974,0.555934326539981,,0.84
OUTLIER_MULTI,outlier,REML,500,500,1,1,0.135993265553801,0.138459065576528,0.154620179427141,0.836,0.416519939818507,,0.998
OUTLIER_MULTI,outlier,HKSJ,500,500,1,1,0.135993265553801,0.138459065576528,0.154620179427141,0.868,0.445130374800959,,0.998
OUTLIER_MULTI,outlier,PETPEESE,500,500,1,1,0.0180475079767261,0.201843971572934,0.248509316224705,0.914,1.0481511459287,,0.32
OUTLIER_MULTI,outlier,TRIMFILL,500,500,1,1,0.178365276012797,0.18049177194601,0.205752455749835,0.664,0.421025912590019,,0.998
OUTLIER_MULTI,outlier,SWA,500,500,1,1,0.0608277601958883,0.0836615878871592,0.104163240198566,0.928,0.387438713936608,,0.956
OUTLIER_MULTI,outlier,TAS,500,500,1,1,0.135993265553801,0.138459065576528,0.154620179427141,0.862,0.439618865547185,,0.998
OUTLIER_MULTI,outlier,PBM,500,500,1,1,0.124575685444651,0.129731484383465,0.147034063097243,0.944,0.529463259612129,,0.942
PB_STEP_MILD,step,REML,500,500,1,1,0.0707854730304621,0.0974064013416581,0.119908355817745,0.83,0.350563660029161,,0.95
PB_STEP_MILD,step,HKSJ,500,500,1,1,0.0707854730304621,0.0974064013416581,0.119908355817745,0.856,0.383627876646625,,0.928
PB_STEP_MILD,step,PETPEESE,500,500,1,1,0.0140707943410419,0.167045981478929,0.207396817084521,0.908,0.881407914031363,,0.396
PB_STEP_MILD,step,TRIMFILL,500,500,1,1,0.050580919338266,0.0958391974254346,0.121035204285457,0.854,0.358170165016244,,0.91
PB_STEP_MILD,step,SWA,500,500,1,1,0.026697577008437,0.0744161428353241,0.0966008423916097,0.91,0.346354583837759,,0.876
PB_STEP_MILD,step,TAS,500,500,1,1,0.0707854730304621,0.0974064013416582,0.119908355817745,0.864,0.380271597684891,,0.932
PB_STEP_MILD,step,PBM,500,500,1,1,0.0597389116325994,0.0899757466117278,0.112600630902355,0.926,0.440507270870643,,0.862
PB_STEP_MOD,step,REML,500,500,1,1,0.132322530288557,0.148402857139739,0.174164539015336,0.678,0.406111446097096,,0.936
PB_STEP_MOD,step,HKSJ,500,500,1,1,0.132322530288557,0.148402857139739,0.174164539015336,0.73,0.458561050953682,,0.904
PB_STEP_MOD,step,PETPEESE,500,500,1,1,0.0327108774621756,0.213307785038168,0.258256154826619,0.874,1.11066595395773,,0.366
PB_STEP_MOD,step,TRIMFILL,500,500,1,1,0.103471980807017,0.134508449438854,0.163532050940786,0.738,0.412671574863435,,0.894
PB_STEP_MOD,step,SWA,500,481,0.962,1,0.0762709198118009,0.106553595999281,0.129992360695168,0.841995841995842,0.405210224267588,,0.88981288981289
PB_STEP_MOD,step,TAS,500,481,0.962,1,0.132710967813188,0.14835703027177,0.173584845312454,0.727650727650728,0.448448236252389,,0.916839916839917
PB_STEP_MOD,step,PBM,500,500,1,1,0.115975669410781,0.135303826661848,0.160791135845099,0.846,0.538362833378635,,0.84
PB_STEP_SEV,step,REML,500,500,1,1,0.204123099172835,0.210532729762892,0.234298262286298,0.466,0.434950422544156,,0.942
PB_STEP_SEV,step,HKSJ,500,500,1,1,0.204123099172835,0.210532729762892,0.234298262286298,0.55,0.515370535130338,,0.906
PB_STEP_SEV,step,PETPEESE,500,500,1,1,0.0181990581483691,0.253022673867202,0.31277552183614,0.838,1.37877716829491,,0.262
PB_STEP_SEV,step,TRIMFILL,500,500,1,1,0.155342750196104,0.171328587113099,0.203705374094879,0.598,0.4378959279958,,0.9
PB_STEP_SEV,step,SWA,500,333,0.666,1,0.135180625252602,0.146678759223264,0.169683574008657,0.660660660660661,0.419610897282156,,0.915915915915916
PB_STEP_SEV,step,TAS,500,333,0.666,1,0.198258991801836,0.202315327069355,0.223509397684288,0.531531531531532,0.470441985967503,,0.945945945945946
PB_STEP_SEV,step,PBM,500,500,1,1,0.177633442396485,0.186508051486082,0.212858545348791,0.754,0.672599228453415,,0.774
PB_ONE_SIDED,one_sided,REML,500,500,1,0.998,0.109381282385738,0.115179037866575,0.136260488307441,0.69939879759519,0.323945194062112,,0.831663326653307
PB_ONE_SIDED,one_sided,HKSJ,500,500,1,0.998,0.109381282385738,0.115179037866575,0.136260488307441,0.723446893787575,0.341436868290714,,0.809619238476954
PB_ONE_SIDED,one_sided,PETPEESE,500,500,1,0.996,-0.0159965815909583,0.16107617069964,0.199610350552399,0.887550200803213,0.851744125623427,,0.182730923694779
PB_ONE_SIDED,one_sided,TRIMFILL,500,500,1,0.998,0.0594723388863903,0.108714919530246,0.133142464825621,0.755511022044088,0.32930094946907,,0.613226452905812
PB_ONE_SIDED,one_sided,SWA,500,500,1,0.998,0.0651144213863208,0.0869389497581518,0.106086273033512,0.803607214428858,0.339305196348356,,0.673346693386774
PB_ONE_SIDED,one_sided,TAS,500,500,1,0.998,0.109381282385738,0.115179037866575,0.136260488307441,0.7374749498998,0.34964024137074,,0.789579158316633
PB_ONE_SIDED,one_sided,PBM,500,500,1,0.998,0.0905693098424421,0.10308331790568,0.125332808052597,0.82565130260521,0.421849764866236,,0.603206412825651
PB_CONT,continuous,REML,500,500,1,1,0.219741913305456,0.228753738911833,0.260864813518289,0.508,0.536653929295858,,0.862
PB_CONT,continuous,HKSJ,500,500,1,1,0.219741913305456,0.228753738911833,0.260864813518289,0.628,0.698096844295416,,0.8
PB_CONT,continuous,PETPEESE,500,500,1,0.998,-0.0154605498950138,0.336533304349395,0.447351768704925,0.871743486973948,2.16451860164264,,0.232464929859719
PB_CONT,continuous,TRIMFILL,500,500,1,1,0.169341556098764,0.191509920645381,0.234535683565654,0.61,0.537640899562062,,0.806
PB_CONT,continuous,SWA,500,70,0.14,1,0.145141844276253,0.14880118199819,0.173875117962924,0.628571428571429,0.434280542845898,,0.857142857142857
PB_CONT,continuous,TAS,500,70,0.14,1,0.211922853839519,0.21218223363278,0.230105637827928,0.585714285714286,0.487434930395442,,0.971428571428571
PB_CONT,continuous,PBM,500,500,1,1,0.185437544975232,0.199203404204205,0.23871101745127,0.816,1.07944302537025,,0.56
PB_NULL_TYPE1,step,REML,500,500,1,1,0.00757367695612029,0.14428491613257,0.18558029898951,0.906,0.715938679525852,0.094,
PB_NULL_TYPE1,step,HKSJ,500,500,1,1,0.00757367695612029,0.14428491613257,0.18558029898951,0.938,0.894790229471697,0.062,
PB_NULL_TYPE1,step,PETPEESE,500,500,1,1,-0.0188603482478763,0.382138296768532,0.509592058420317,0.952,2.72621341362589,0.048,
PB_NULL_TYPE1,step,TRIMFILL,500,500,1,1,0.00366778365258978,0.139731361722847,0.178107344981449,0.914,0.719580720617659,0.086,
PB_NULL_TYPE1,step,SWA,500,151,0.302,1,0.0275477393038106,0.124836356755886,0.159234388064982,0.894039735099338,0.654587466162138,0.105960264900662,
PB_NULL_TYPE1,step,TAS,500,151,0.302,1,0.0221951714282266,0.117704524066442,0.148035370911296,0.960264900662252,0.726545790665343,0.0397350993377483,
PB_NULL_TYPE1,step,PBM,500,500,1,1,0.0057524771625596,0.141880410318058,0.182112628706678,0.962,1.14940088004935,0.038,
PB_SMALL_K,step,REML,500,500,1,0.998,0.124037662399699,0.182186100391827,0.222769287512347,0.759519038076152,0.722445147336023,,0.619238476953908
PB_SMALL_K,step,HKSJ,500,500,1,0.998,0.124037662399699,0.182186100391827,0.222769287512347,0.859719438877755,1.09396841055411,,0.486973947895792
PB_SMALL_K,step,PETPEESE,500,500,1,1,-0.0240734145528789,0.477912123198288,0.687651280413965,0.93,4.75326045698251,,0.138
PB_SMALL_K,step,TRIMFILL,500,500,1,0.998,0.100088601451966,0.18060724531731,0.222246585829262,0.767535070140281,0.719708327177314,,0.607214428857716
PB_SMALL_K,step,SWA,500,0,0,,,,,,,,
PB_SMALL_K,step,TAS,500,0,0,,,,,,,,
PB_SMALL_K,step,PBM,500,500,1,0.998,0.115219639493326,0.189818070758693,0.242430413292638,0.949899799599198,1.85360262141424,,0.272545090180361
PB_HIGH_HET,step,REML,500,500,1,1,0.1490064113269,0.206415861823844,0.252071260375852,0.848,0.791854214660977,,0.608
PB_HIGH_HET,step,HKSJ,500,500,1,1,0.1490064113269,0.206415861823844,0.252071260375852,0.884,0.871741416618683,,0.522
PB_HIGH_HET,step,PETPEESE,500,500,1,1,-0.03372760015856,0.4051466118556,0.496965820183576,0.946,2.2958941807216,,0.138
PB_HIGH_HET,step,TRIMFILL,500,500,1,1,0.0981391647830053,0.168727077497588,0.221169756774449,0.894,0.797449716295381,,0.496
PB_HIGH_HET,step,SWA,500,498,0.996,1,0.0889504591990868,0.188170924624927,0.229588931547968,0.86144578313253,0.834028694105604,,0.5
PB_HIGH_HET,step,TAS,500,498,0.996,1,0.148868105774523,0.206508116313624,0.252263661539057,0.891566265060241,0.87425619925905,,0.526104417670683
PB_HIGH_HET,step,PBM,500,500,1,1,0.129073386337158,0.189057930027173,0.23500608754921,0.946,1.02333510182784,,0.364
PB_CONT_NULL,continuous,REML,500,500,1,1,0.0161713889854985,0.205294037147718,0.25822833870243,0.872,0.963796601453487,0.128,
PB_CONT_NULL,continuous,HKSJ,500,500,1,1,0.0161713889854985,0.205294037147718,0.25822833870243,0.906,1.41996950573491,0.094,
PB_CONT_NULL,continuous,PETPEESE,500,500,1,1,-0.00346687775893304,0.664861208270815,0.91827289702218,0.948,5.72264346307702,0.052,
PB_CONT_NULL,continuous,TRIMFILL,500,500,1,1,0.0148192578695554,0.183257994436208,0.230299351052214,0.892,0.960117063472025,0.108,
PB_CONT_NULL,continuous,SWA,500,3,0.006,1,-0.0411863660589677,0.0783535092448798,0.0887010921520573,1,0.788605559130925,0,
PB_CONT_NULL,continuous,TAS,500,3,0.006,1,-0.0468133379565225,0.100658135048127,0.108480685062509,1,0.858171937242554,0,
PB_CONT_NULL,continuous,PBM,500,500,1,1,0.0086527791925485,0.205455642600221,0.264046948688368,0.958,2.27218334951152,0.042,
