method,n_datasets,convergence,median_k,mean_abs_shift_vs_reml,mean_abs_shift_vs_consensus,median_se,sign_flip_rate_vs_reml,rank_mean,rank_sd,rank_p10,rank_p90,score_shift,score_consensus,score_se,score_flip,score_convergence,score_rank_uncertainty,world_score,rank
LTH,34,1,80,0.0104981933274998,0.00861358465275017,0.0865399769276942,0,7.79166666666667,0.483263300248371,7,8,0.0340034060917109,0.0280031618977846,0.0158906681880097,0,0,0.218619111219538,0.0427360585778753,1
DTM,34,1,80,0.0037421525175842,0.00362389411822836,0.106875165575533,0,7.25833333333333,0.510327516081063,7,8,0.0121207457076654,0.0117740392364948,0.0612903792262461,0,0,0.238146022296416,0.0448666436240095,2
RMR,34,1,80,0.0219282887177515,0.019696535309373,0.10365482611013,0,9.475,0.517954931364081,9,10,0.0710252214743283,0.0640508014078755,0.0541007492844626,0,0,0.243649224787064,0.0686927668797358,3
QSE,34,1,80,1.39798303652249e-17,0.00223725413566755,0.0874120045822046,0,2.76666666666667,1.21429395284732,1,5,4.52803481677913e-17,0.00726394984150489,0.0178375300646183,0,0,0.746059870486924,0.0943360088351933,4
REML,34,1,80,0,0.00223725413566754,0.101851770121418,0,4.3,1.15663958347033,2,5,0,0.00726394984150486,0.0500753024449518,0,0,0.704462073936026,0.0951470722775455,5
BSC,34,1,80,3.50368489021428e-10,0.00223725447594773,0.1018517707721,0,5.3,1.15663958347033,3,6,1.13483545618531e-09,0.00726395094827669,0.050075303897644,0,0,0.704462073936026,0.0951470730321837,6
AWH,34,1,80,0.0314122465048719,0.031290609905989,0.1018517707721,0,10.8333333333333,0.690065559342354,10,12,0.101743542039768,0.101760887328196,0.050075303897644,0,0,0.367827547510077,0.0979238348637372,7
CRT,34,1,80,0.0272774688955622,0.0263152704125659,0.0794223163092988,0,9.79166666666667,0.951741732262473,9,11,0.0883510927142275,0.0855784418715733,0,0,0,0.556627673519143,0.105059818431173,8
HKSJ,34,1,80,0,0.00223725413566754,0.0827903509288977,0,2.38333333333333,1.55667893276677,1,5,0,0.00726394984150486,0.0075193695590731,0,0,0.993091637388135,0.12212255197234,9
SAFE,34,1,80,0.00180607804137298,0.00104868811280767,0.0874176118446078,0,2.74166666666667,1.55836497668557,1,6,0.00584984512651886,0.00339810212157547,0.0178500486646287,0,0,0.994308123019113,0.124564531916507,10
FATIHA,34,1,80,0.00223656243967438,3.93182220384495e-06,0.0892391714174138,0,3.525,1.56625389401087,1,6,0.0072441741653302,0,0.0219168060316973,0,0,1,0.125538743402078,11
PBM,34,1,80,0.120295453601103,0.118058199467612,0.11203780289343,0.0294117647058824,13.1,0.456512169985136,13,14,0.389634200112322,0.383975153779689,0.0728163230710135,0.194117647058824,0,0.199318092299006,0.232454461202553,12
MTLE,33,0.970588235294118,80,0.0209472275095444,0.0206644911918846,0.185398140246958,0,11.9,0.571008248774102,11,12,0.0678475868449387,0.067199107828747,0.236598335384513,0,1,0.281927348853288,0.236129255059818,13
MRSTACK,34,1,80,0.164660338834208,0.16242335574596,0.158254301449616,0.0294117647058824,14.125,0.615793537374556,13,15,0.53333104029546,0.528274195603453,0.175997843340454,0.194117647058824,0,0.314240065891149,0.328176865723627,14
CPC,33,0.970588235294118,80,0.117352702495895,0.115047865933764,0.527336811419461,0.121212121212121,14.7416666666667,0.572416862457572,14,15,0.380102697144559,0.374183950931697,1,0.8,1,0.282943667756035,0.6138963027075,15
HGAM,33,0.970588235294118,80,0.308739462722793,0.30745681382077,0.298391774777742,0.151515151515152,15.9666666666667,0.180258140451075,16,16,1,1,0.488864416889632,1,1,0,0.787995595040134,16
